datetime,open,high,low,close,volume
2025-05-12 09:15:00,1360.0,1374.9,1353.2,1359.3,1495975
2025-05-12 09:30:00,1359.3,1363.0,1345.5,1348.3,2579700
2025-05-12 09:45:00,1348.0,1367.9,1348.0,1367.4,3442845
2025-05-12 10:00:00,1367.3,1368.5,1354.2,1355.4,4167549
2025-05-12 10:15:00,1355.6,1360.9,1355.5,1356.0,4571837
2025-05-12 10:30:00,1355.9,1359.9,1352.2,1359.8,4895838
2025-05-12 10:45:00,1359.9,1370.5,1358.0,1366.0,5396145
2025-05-12 11:00:00,1365.7,1371.8,1365.0,1369.5,5864551
2025-05-12 11:15:00,1369.3,1369.6,1362.5,1363.3,6141901
2025-05-12 11:30:00,1362.9,1364.1,1360.5,1363.6,6399935
2025-05-12 11:45:00,1364.1,1364.1,1362.0,1363.0,6625291
2025-05-12 12:00:00,1362.9,1363.1,1358.4,1362.7,6827463
2025-05-12 12:15:00,1362.5,1362.8,1358.8,1361.7,6974446
2025-05-12 12:30:00,1361.9,1366.7,1361.9,1366.4,7249111
2025-05-12 12:45:00,1365.9,1366.4,1361.8,1364.7,7498545
2025-05-12 13:00:00,1364.3,1364.9,1361.1,1363.3,7734277
2025-05-12 13:15:00,1363.5,1367.6,1362.6,1367.0,7971987
2025-05-12 13:30:00,1367.1,1368.5,1365.0,1366.0,8352660
2025-05-12 13:45:00,1365.6,1366.7,1363.0,1364.2,8717536
2025-05-12 14:00:00,1364.3,1365.7,1363.5,1364.9,8934619
2025-05-12 14:15:00,1365.0,1366.0,1363.2,1365.1,9265320
2025-05-12 14:30:00,1365.5,1365.9,1358.5,1358.5,9605245
2025-05-12 14:45:00,1359.2,1363.3,1356.5,1362.9,10054826
2025-05-12 15:00:00,1362.5,1363.2,1360.2,1361.3,10359210
2025-05-12 15:15:00,1361.6,1364.5,1360.2,1361.5,10835635
2025-05-13 09:15:00,1360.6,1363.9,1352.8,1352.8,523122
2025-05-13 09:30:00,1353.0,1367.6,1347.4,1358.3,1144767
2025-05-13 09:45:00,1358.7,1360.7,1351.2,1354.3,1531520
2025-05-13 10:00:00,1354.0,1360.5,1352.6,1359.6,1753430
2025-05-13 10:15:00,1359.8,1363.0,1353.6,1353.7,2014258
2025-05-13 10:30:00,1353.0,1360.8,1352.6,1360.8,2237087
2025-05-13 10:45:00,1360.5,1367.6,1359.1,1366.4,2428484
2025-05-13 11:00:00,1365.7,1378.5,1365.1,1373.5,3076035
2025-05-13 11:15:00,1374.0,1386.6,1373.5,1385.0,3797632
